"data_sprawdzenia","nazwa kanalu","url kanalu","liczba subskrybentow","suma wyswietlen filmow, które ukazaly się na kanale w osatnim tygodniu","suma wyswietlen filmow, które ukazaly się na kanale w osatnim miesiacu"
"2022-01-20","VlogNikolTV","https://www.youtube.com/channel/UCy1FSNoBPO1WjjyYRF2j5Zw","342496","12664","427049"
"2022-01-20","arhn.eu","https://www.youtube.com/channel/UCjgirfp1BeeM98AxxyKXolA","342496","87156","361200"
"2022-01-20","Przeciętny Człowiek","https://www.youtube.com/channel/UCvKfGIypN4J6zbvrOxpc7ZQ","341429","43197","259666"
"2022-01-20","Pasja informatyki","https://www.youtube.com/channel/UCzn6vAfspIcagLax1fck_jw","340466","0","12140"
"2022-01-20","Do Roboty","https://www.youtube.com/channel/UCF5Ug3YNz41qauWNMacdLgw","340425","198299","1036924"
"2022-01-20","cyborg","https://www.youtube.com/channel/UC2bNJW1mb0VaN0-o-llWwAw","339503","99994","452335"
"2022-01-20","Ospanno","https://www.youtube.com/channel/UCtQYWooqYWUjACfXDUqd6lQ","339487","248537","1265864"
"2022-01-20","Zielone Pogotowie","https://www.youtube.com/channel/UCaL97quKgUh9WbUN_Vlnbhg","339484","18739","252520"
"2022-01-20","Castorama Polska","https://www.youtube.com/channel/UCspupHRz2U_e6RE3VDYy41w","338527","42086","1195507"
"2022-01-20","Marek Skoczylas","https://www.youtube.com/channel/UCpjYlo2NGsmoY8-b9dj4diA","338172","282223","1533326"
"2022-01-20","Milky!","https://www.youtube.com/channel/UCnKsP_nCjstVx4yqc41lbTw","337537","79011","465688"
"2022-01-20","Bądź Na Bieżąco","https://www.youtube.com/channel/UCTAAUHQl0sN6w0RpAUzs-Bg","336537","817705","2949527"
"2022-01-20","moreleTV","https://www.youtube.com/channel/UCW22uKjws2CyMnlEfIdyvqw","336531","40667","377966"
"2022-01-20","Odyn","https://www.youtube.com/channel/UCHbRGnxu1zgr9pSjdHxv5xw","335479","482621","2024595"
"2022-01-20","TraPL","https://www.youtube.com/channel/UCmscxkz2KA5pZy8nw3Aolcg","335454","0","0"
"2022-01-20","Menu Dorotki","https://www.youtube.com/channel/UCxsh0JDdMcMXc69lMCFLtMg","335045","12532","124268"
"2022-01-20","LucZyn","https://www.youtube.com/channel/UCL3uijuBNVnBTQPeza3Bx9Q","334401","0","170535"
"2022-01-20","Teobańkologia","https://www.youtube.com/channel/UCPgzHeVeVDsUvcvovWHjHGQ","334001","397295","2209866"
"2022-01-20","VictoriaBarbae","https://www.youtube.com/channel/UCNn-vKTDEkIKJ1ILV-F1ggg","333453","0","110230"
"2022-01-20","Fanggotten","https://www.youtube.com/channel/UCwDSPdeLu3SwpnbKF3gfttA","333053","141912","469519"
"2022-01-20","Szczepanikov","https://www.youtube.com/channel/UCRubxQ8wEdnmIcZ0JVwlN7g","332130","30671","1218239"
"2022-01-20","Scorpo","https://www.youtube.com/channel/UC_2Pifpk981bmvM69nhM6qg","332113","0","4094895"
"2022-01-20","stunter13tv","https://www.youtube.com/channel/UCbzIlmqwDRQlM217CoLF5YA","331537","2387","4152"
"2022-01-20","MichalF1","https://www.youtube.com/channel/UCWnkBElsh7yLjwCPXEZ0AtQ","330561","0","10113"
"2022-01-20","PaFi","https://www.youtube.com/channel/UCWL41MwjGbLuijdtOdCu6EA","329486","52321","303529"
"2022-01-20","POBITE GARY - kuchnia z przymrużeniem języka","https://www.youtube.com/channel/UCN7SCK2EQvzOqUUkZyT7ukw","327414","95315","327881"
"2022-01-20","LEESOO","https://www.youtube.com/channel/UC-DIGM6JtRSGcSIYz1M6bcA","326493","0","145841"
"2022-01-20","Taku","https://www.youtube.com/channel/UCqeA43QxLD3P1pz7My4Td1Q","326493","37303","79597"
"2022-01-20","Julia Zalewska","https://www.youtube.com/channel/UCSt_dS3xP05RgBuXEH5BXRQ","326493","32791","131451"
"2022-01-20","5-minutowe Sztuczki dla DZIEWCZYN","https://www.youtube.com/channel/UCitjKUnNBOqAm__CG1tPzqQ","325578","4961","26957"
"2022-01-20","Born2RiDE","https://www.youtube.com/channel/UCYi46YKa4dRSRMr5R-yJGGQ","325578","38468","246483"
"2022-01-20","KręciołaTV","https://www.youtube.com/channel/UC6FX0-x8RRJ4WsZr32Qh_FQ","325578","8616","70937"
"2022-01-20","Mateusz Ciawłowski","https://www.youtube.com/channel/UCHQVqmk2zgJKYKLquE9eS9Q","325578","0","6596"
"2022-01-20","Sylwia Testuje","https://www.youtube.com/channel/UCRn44cS13MVhMasCM_TaOiA","324579","7333","61928"
"2022-01-20","Jankos","https://www.youtube.com/channel/UCuIBqCNr-kQwalr5BjsFT6Q","324579","0","0"
"2022-01-20","DJ TomUś Official","https://www.youtube.com/channel/UCetl-PwrGkosuDjv704roqQ","324536","121003","1041774"
"2022-01-20","Zjawiska Niewyjaśnione","https://www.youtube.com/channel/UCglpxuiDPwo3QfX1tnkdWSQ","323528","41940","252756"
"2022-01-20","Mateusz Spysiński","https://www.youtube.com/channel/UCbg1glcrz5QPvUPtwSpGpww","323110","224700","831899"
"2022-01-20","123 GO! GOLD Polish","https://www.youtube.com/channel/UCxjqLn9l7TRk75c6bXcXUng","322448","131202","1968067"
"2022-01-20","KayaxTV","https://www.youtube.com/channel/UCEKf3LX2AP3RaT_MG6-ApgQ","322448","81822","1384190"
"2022-01-20","Juszes","https://www.youtube.com/channel/UCMp6BLQiF8nv-oWI1XNqRDw","322438","0","40634"
"2022-01-20","Swojskie jedzonko","https://www.youtube.com/channel/UCgc096QuC7nUzF2309m19_g","322048","116758","395396"
"2022-01-20","Futbolove","https://www.youtube.com/channel/UCq2BM0XLKSQnkyDSeFBL5IA","322048","31158","107079"
"2022-01-20","Stand-up Polska","https://www.youtube.com/channel/UC6PGXD82hUXJ0aKdsj9clCA","322038","0","0"
"2022-01-20","TechnoStrefa","https://www.youtube.com/channel/UCBYJq71FFRcwfdCFKYWs5eA","322038","30315","4158833"
"2022-01-20","Eniia","https://www.youtube.com/channel/UCADUMoftJYtnvp2MJeMNxig","320459","0","0"
"2022-01-20","PolToon TV","https://www.youtube.com/channel/UCK4-zsPc3AkZYETfk4GutLw","319544","93377","303731"
"2022-01-20","Adrianna Grotkowska Make Up","https://www.youtube.com/channel/UC9e0AeIasX0eec5DjwRCYag","319544","75485","460299"
"2022-01-20","Marco Kubiś","https://www.youtube.com/channel/UC_5eQUODr9YrB5p0P7yxG2g","319537","0","144114"
"2022-01-20","Żelazny","https://www.youtube.com/channel/UC5AaD9vRJJGbXu_aKkRYHoQ","319137","382831","2894072"
"2022-01-20","CryptoExpress","https://www.youtube.com/channel/UCX-TEBEbPrltBZGJVeF8kQw","318599","59796","691919"
"2022-01-20","Wirtualna Polska","https://www.youtube.com/channel/UCZ9dViYsOulUhR04hVkpsMw","318582","6420","256892"
"2022-01-20","Counter Strike Proland","https://www.youtube.com/channel/UCHtcNb0dDFEE1CCjufx0_HQ","318537","151567","741524"
"2022-01-20","TERENWIZJA","https://www.youtube.com/channel/UCf41qHZBbJa8lHNOMXmhRgA","317156","131054","1306502"
"2022-01-20","Sprint Cooking","https://www.youtube.com/channel/UC6rTKgAEdOHcKNeT3wxg0uA","316111","83050","843776"
"2022-01-20","Dźwigaj Dziewczyno","https://www.youtube.com/channel/UC2PiTSIz-luQCcCcFuZ9KHg","315465","234911","350242"
"2022-01-20","Seb4","https://www.youtube.com/channel/UCwdHyonTPxtQrsNGXN5qStw","315465","507388","3256006"
"2022-01-20","Adolf Kudlinski","https://www.youtube.com/channel/UC-Zo-FhQgsj07JsGlpBpddw","315065","7640","109977"
"2022-01-20","MiszczU","https://www.youtube.com/channel/UCxr9I6-fpsvYn6cZbk0BVMQ","313101","1590","23412"
"2022-01-20","Kstyk","https://www.youtube.com/channel/UC3NcswDRf3di-P5qmW17HiQ","312569","2935","13311"
"2022-01-20","Natural","https://www.youtube.com/channel/UCIFF4_dyDIqhg5mlmnf6Mew","311177","0","14122"
"2022-01-20","EnejOficjalny","https://www.youtube.com/channel/UC7XXjpzrcBvxmnybEX3zJAA","310516","0","0"
"2022-01-20","Bez Kanału","https://www.youtube.com/channel/UCXnoIeFOQpr0b2ppOz3myqg","310507","0","12004"
"2022-01-20","MałachRufuz Official","https://www.youtube.com/channel/UCuaXAzznbIklcRgjcdE7nAQ","308463","0","4283"
"2022-01-20","Nilset","https://www.youtube.com/channel/UCrwh84rC_Pnhz9an0FuV_oA","307485","1564","10671"
"2022-01-20","Ula Pedantula","https://www.youtube.com/channel/UCnCYfZvrlPJQlq4PADPvg3w","306552","20507","20507"
"2022-01-20","Nitashi","https://www.youtube.com/channel/UCObrRDkqqLcD_wm88BlT-_g","306552","13571","135389"
"2022-01-20","Weronika Domogród","https://www.youtube.com/channel/UC5bU8gr9PZscFIMFuUi46Fg","305599","0","34940"
"2022-01-20","Mafia PL","https://www.youtube.com/channel/UC5PPyqzbdiKWO_cJhD2Sp9g","305583","0","602576"
"2022-01-20","Aferki","https://www.youtube.com/channel/UC3BaYfpT0Ome4vBrBYdyG7g","305476","0","0"
"2022-01-20","VintageMan Beats","https://www.youtube.com/channel/UCtSFjq5JDop8IJzC3ea1DRw","304550","4893","66865"
"2022-01-20","Super Express","https://www.youtube.com/channel/UCJ33TxiuEEYWLZ4ahILb0zQ","304160","1466563","6182273"
"2022-01-20","Maciej Wieczorek","https://www.youtube.com/channel/UCNvSk-U6X9mOJHr7wz_xCWw","303468","95683","1389639"
"2022-01-20","Marcin Mazur","https://www.youtube.com/channel/UC-TczZZLPHdutQ6__56boPQ","302464","31236","952861"
"2022-01-20","Milo Mazur","https://www.youtube.com/channel/UCRI3iJEnqlQ6qGZWOn7WhtA","302004","0","310822"
"2022-01-20","CHEERS","https://www.youtube.com/channel/UCeIaXIVOqIRrcarMkPc05Pw","301824","22827","138788"
"2022-01-20","też Nexe","https://www.youtube.com/channel/UCtSg0baNRVi4jTSg5mbtOiQ","301424","73533","222814"
"2022-01-20","GadowskiTV","https://www.youtube.com/channel/UC4U-Bz5I-jttkLO4XktpXOQ","301072","154784","1763451"
"2022-01-20","Darek Woś Caliathletics","https://www.youtube.com/channel/UCrJcPYConViurwymYjz_mOA","300508","0","25268"
"2022-01-20","TVGRYplus","https://www.youtube.com/channel/UCBuapzlArSNwZk-n4gQIsRQ","300508","242648","1057356"
"2022-01-20","DLM","https://www.youtube.com/channel/UCdXSdLtP2b9tIOJEQ6sy2Zw","299588","0","315127"
"2022-01-20","Szlagiery.TV","https://www.youtube.com/channel/UCgJoW3_IycRsXwObnHURZ6A","299573","9702","240977"
"2022-01-20","MTV Polska","https://www.youtube.com/channel/UCMUSYZSZ2K68CBBwhbgOxJg","298588","0","0"
"2022-01-20","Dla Ciekawskich","https://www.youtube.com/channel/UCsqP_QoZTV3CJJClKL9D3MQ","298588","42600","236318"
"2022-01-20","Szanella","https://www.youtube.com/channel/UCpN9H3KVs7H5tDWPGaoMGhQ","298533","0","0"
"2022-01-20","Povagowani","https://www.youtube.com/channel/UClmv858NOZjiVfuZMTFWC8w","297104","126828","726737"
"2022-01-20","Zagrajmy z Gimperem","https://www.youtube.com/channel/UCQXpO1meYo5xlTLMtfejQLg","296437","0","45432"
"2022-01-20","Klaudia Pingot SpecBabka","https://www.youtube.com/channel/UCTQoTy2IzS-NgX1yysc17YQ","296037","0","216827"
"2022-01-20","ZABAWOWO I FAJOWO","https://www.youtube.com/channel/UCLrWqmHbsTfcup0ZH5BU4NA","294473","5654","19348"
"2022-01-20","REVO","https://www.youtube.com/channel/UCMj4ez5IaKJ1dLes8E54RHw","293559","775385","2470293"
"2022-01-20","Konrad Szymański","https://www.youtube.com/channel/UCulIcNaezHsJSudbU3KVouA","293522","0","237089"
"2022-01-20","AutoCentrum.pl","https://www.youtube.com/channel/UCqz6xDe6wjhlbDdkTt4C6eg","292583","57984","371739"
"2022-01-20","Kati Games","https://www.youtube.com/channel/UCXIjeTdKBrMJYlbPibz3VyA","292183","0","885081"
"2022-01-20","NewMulti2k","https://www.youtube.com/channel/UCEfpYb8dK_bhuphBjWDrRCA","291544","395595","1665336"
"2022-01-20","Mefju23","https://www.youtube.com/channel/UCXHuWoJoHlgsNiep-XIbz8w","290485","63775","251100"
"2022-01-20","ForumWiedzy","https://www.youtube.com/channel/UCvzc6D369XQ5aba5q4npWwQ","290085","0","11112"
"2022-01-20","ZONY","https://www.youtube.com/channel/UCzRBh59XelLKGqbQN2OTMPA","290067","109392","194959"
"2022-01-20","IIFYM Chef","https://www.youtube.com/channel/UCHTtW_LZQrW46RpVaHG31HA","290060","208281","2764132"
"2022-01-20","Sugarlady","https://www.youtube.com/channel/UC8Snngk7st5xKAQ9f6N2XHw","289402","16487","232463"
"2022-01-20","MocnyVlog","https://www.youtube.com/channel/UCPkbc6JNM7O299DY3ZyXJLw","288474","182833","615236"
"2022-01-20","Enjoyment","https://www.youtube.com/channel/UC3efmK39f9IXpz1YpghW4Tg","288430","2294","246333"
"2022-01-20","PRO100 zmoSTU","https://www.youtube.com/channel/UCuZo1LXj01AgDb3bfb-uXrQ","287519","54150","738950"
"2022-01-20","Lumi Minecraft","https://www.youtube.com/channel/UCvy_IxyJGziX5OKsyHBTw2w","287519","0","18093"
"2022-01-20","Nieprzeciętne Życie","https://www.youtube.com/channel/UCYhiZcIe6c8y538FUxBOpdQ","287516","0","14688"
"2022-01-20","Kropka308","https://www.youtube.com/channel/UC5DAslhNvWIDsBvzurgtVfA","286592","0","64746"
"2022-01-20","Panna Joanna","https://www.youtube.com/channel/UCTcEMiHNGx7FAJWNMCfHg7g","286576","33121","245339"
"2022-01-20","Wujek Bohun","https://www.youtube.com/channel/UCymqCGBX0BYyG_wpLz8latg","286534","43099","177559"
"2022-01-20","Vlog Casha","https://www.youtube.com/channel/UCLsnJt_eyqkGZ4ZEM__xCOg","286134","247385","1479113"
"2022-01-20","Forever","https://www.youtube.com/channel/UCd6h4bKKu31R5saNTSCE7FQ","285584","57158","304153"
"2022-01-20","Jacek Tomkowicz","https://www.youtube.com/channel/UC2J8YtTcXss02jaBVWK7Kpw","285531","0","514977"
"2022-01-20","Kubir","https://www.youtube.com/channel/UCUtho6QuxQ9mb5kazBrnZmw","284502","139949","431485"
"2022-01-20","ODMŁADZANIE NA SUROWO","https://www.youtube.com/channel/UCcsSvPhyMGk5B3p_mw5WUdA","284502","67950","412873"
"2022-01-20","KieubasaTV","https://www.youtube.com/channel/UCn17XG-WqnojojaSSdQHw9w","283470","19636","104284"
"2022-01-20","Czoko i Nali","https://www.youtube.com/channel/UCT6Ek7XtfgALIeV5eWIjyLg","283433","61616","226677"
"2022-01-20","Bushcraftowy","https://www.youtube.com/channel/UCX92mVE0rfBDSyRticjqzIA","282465","0","163780"
"2022-01-20","Diabeuu","https://www.youtube.com/channel/UCsTiInuPcr1cEc32Js1BQiA","282465","294694","1436133"
"2022-01-20","5-Minutowe ROZRYWKI","https://www.youtube.com/channel/UCM6fZAvqS8Oc-ktUvGF1Log","282407","11411","35329"
"2022-01-20","Long & Junior","https://www.youtube.com/channel/UCFEusnvhH4uYvzcDVWaOP4A","282407","0","0"
"2022-01-20","Remo Vloguje","https://www.youtube.com/channel/UCPOP9fS2cHQkuCehtwn1xCA","281480","0","0"
"2022-01-20","Planeta Abstrakcja","https://www.youtube.com/channel/UCre8_q4wMsG1k72HvGaRcdw","281076","0","852116"
"2022-01-20","KARTONY 4FUNTV","https://www.youtube.com/channel/UCN89T_hK-DhQGGa9fAkd1zA","279582","10661","31187"
"2022-01-20","Kameralnie","https://www.youtube.com/channel/UCVui8OnEP4vYfzrKX0t4DcQ","278537","0","0"
"2022-01-20","KinoSwiatPL","https://www.youtube.com/channel/UCpBSoEzBOZkbhzonTh8dWOw","277460","573","191210"
"2022-01-20","Kuba1qba","https://www.youtube.com/channel/UCqwBmjYG2w_sEMgLv29Jg7A","277452","4169","59738"
"2022-01-20","Imponderabilia","https://www.youtube.com/channel/UCoXxgqIOTa8qCM7Hd7RiURw","276017","0","587855"
"2022-01-20","POLSKIE DISCO","https://www.youtube.com/channel/UCh9dQXOpPY8jsOcoTUZJ3Rg","275476","0","0"
"2022-01-20","Polskie Drogi","https://www.youtube.com/channel/UCBoOyAEALLrz6m6igdJ8tOw","275447","0","40705"
"2022-01-20","Cheatz","https://www.youtube.com/channel/UCnLF2KJIMoBOw1vVPONFzTA","274523","0","838826"
"2022-01-20","Julia Kobus","https://www.youtube.com/channel/UCOyR7e4ifXKLWSjMKise2Sg","273595","71761","310951"
"2022-01-20","Abra Games","https://www.youtube.com/channel/UCD7cME-Cr64LY0dKgwC1L4Q","273579","258031","1311762"
"2022-01-20","Ecolinguist","https://www.youtube.com/channel/UChqLwfp3eAkAwX9DGnqr_CA","273179","0","142466"
"2022-01-20","Jak to ogarnąć?","https://www.youtube.com/channel/UCvWbJjFlTDAOz-bDUJylQQA","272578","180579","987119"
"2022-01-20","Telewizja Republika","https://www.youtube.com/channel/UCc282c_TN8xIba_Z6GaDnQw","271498","481538","481538"
"2022-01-20","TVN Fashion","https://www.youtube.com/channel/UCabS1gYG4BOhdFm4HnybdHw","271495","10752","209303"
"2022-01-20","KJEBAB","https://www.youtube.com/channel/UCPmGGo9R3yccgJho9eMIaBA","270414","0","0"
"2022-01-20","K.M.S Oficjalnie","https://www.youtube.com/channel/UCZt1_vOdxHpqVtuW57CN48Q","268488","31596","69416"
"2022-01-20","FandangoRecordsTV","https://www.youtube.com/channel/UCj2tguTtBMfePUgFQKTswtw","267561","0","0"
"2022-01-20","ajthepolishamerican","https://www.youtube.com/channel/UCFh1OK9za2KBEfi8sOv9fnQ","267161","41906","272339"
"2022-01-20","WWWLOSY.PL","https://www.youtube.com/channel/UC9d_YMBa-jGetCazqGUAQhQ","266597","278","83074"
"2022-01-20","szusz","https://www.youtube.com/channel/UCFHQu5bLmCQ94Q4I5G1GYhQ","265536","492091","3181381"
"2022-01-20","Paweł Gołdych","https://www.youtube.com/channel/UCHZH3EN0-g1sqRWFUUqzBHA","265530","44660","181408"
"2022-01-20","Hip Hop Promotor","https://www.youtube.com/channel/UCjT8D_NVyRBA4pPlLsMNe2g","265530","671","5868"
"2022-01-20","Japczan","https://www.youtube.com/channel/UCF3-yt2OSKkEAD-lIc0dgig","265130","362107","3669766"
"2022-01-20","kinia wiczynska","https://www.youtube.com/channel/UCZ9n4o157UxG-QS9SwCeo4g","264453","133276","810729"
"2022-01-20","Na Pełnej","https://www.youtube.com/channel/UCV5eHpcfnPzZhvwP_5iAp-g","264453","0","0"
"2022-01-20","MMAPLtv","https://www.youtube.com/channel/UCVR0tchN6RGkEMPP_5Er83Q","263417","663652","754456"
"2022-01-20","Fifty na Pol","https://www.youtube.com/channel/UCJG7B803J84fOgPCKllABUQ","263417","0","53117"
"2022-01-20","Lachu Fifa","https://www.youtube.com/channel/UCu5Fc6vK04zS0-7mUnMDjNQ","263417","202197","1268937"
"2022-01-20","Przeglad Sportowy","https://www.youtube.com/channel/UCBQ6nCw9FL3Xbb4bJo6_N5w","263401","167400","588572"
"2022-01-20","LBD Records","https://www.youtube.com/channel/UCEqP9HTu7AxEaIB1OskaZQg","262479","0","7964"
"2022-01-20","Dutki","https://www.youtube.com/channel/UC_273kfhMgDjta25ihNAsFQ","262444","22941","111514"
"2022-01-20","Weronika Jaguś","https://www.youtube.com/channel/UCPfDEYSh8MI6sVKl4TDj8SA","262444","16748","16748"
"2022-01-20","Wojna Idei","https://www.youtube.com/channel/UC7RswyY8VfbSdikz_8wdp3w","262053","127739","784017"
"2022-01-20","Pascal Brodnicki","https://www.youtube.com/channel/UCI4cZdpxXAivR274Hwo1reg","261530","13718","58964"
"2022-01-20","Dafuq","https://www.youtube.com/channel/UCrhh6rZk3nfh0_dU8MDNw1w","261513","347","364761"
"2022-01-20","Sebastian KickSter","https://www.youtube.com/channel/UC1jlkEYorUcH6FMxVKIzvLw","261513","0","653862"
"2022-01-20","Slajk","https://www.youtube.com/channel/UC661PA0pLmXtFoqDREJe7kA","260581","0","16649"
"2022-01-20","Dycha","https://www.youtube.com/channel/UC-8FnnP4S9mrKD9MMKELrJw","259572","0","127347"
"2022-01-20","Kasia Gandor","https://www.youtube.com/channel/UCUercAwR2To1Zx6GA6ZP2TQ","259561","0","0"
"2022-01-20","ViniPlay","https://www.youtube.com/channel/UCdDoem2vo91cLQlAoo-WIaQ","258488","0","46347"
"2022-01-20","Roles","https://www.youtube.com/channel/UC95v4rPCOyqCijRdYiiavww","258485","0","6156"
"2022-01-20","Dr. Suneel Dhand - MedStoic Lifestyle Medicine","https://www.youtube.com/channel/UCU-Jctu4JTEGFtVnsuqdd5Q","257425","287719","1917723"
"2022-01-20","Dramcia","https://www.youtube.com/channel/UCCkCO6yCODxoX8YP6g-DAiw","257410","0","100785"
"2022-01-20","Alvin","https://www.youtube.com/channel/UCXYD_ztq-z7_Q5b15BiV_bg","257410","283031","1695705"
"2022-01-20","Zwykły Kibic","https://www.youtube.com/channel/UCAWQmFIo4hrLxqv_W7cd3ZA","257410","1836","235050"
"2022-01-20","Alsquad","https://www.youtube.com/channel/UC53jELjeKzpG5nWvxQscqTA","257410","5241","30727"
"2022-01-20","sukces.pl","https://www.youtube.com/channel/UCR-B4vIp1OqaDwMQEn_rskA","256468","6503","148720"
"2022-01-20","PAGO","https://www.youtube.com/channel/UCGoROGG58vNiS0SnV7VBz1Q","256428","56848","252078"
"2022-01-20","Waksy Shorts","https://www.youtube.com/channel/UC-PuuhwfQSNRnG4DkxUPp1A","256068","4906","4505437"
"2022-01-20","Maciej je","https://www.youtube.com/channel/UCmJICzQIRqRIDQjWAbN7nYA","256014","10056","619474"
"2022-01-20","123 GO! TRENDS Polish","https://www.youtube.com/channel/UClFFkFS310FwNBGksR79RWA","254565","41598","396418"
"2022-01-20","DJAdiMusic","https://www.youtube.com/channel/UCvD-2d82MMBm9DUp6GBfgaA","254529","14755","70944"
"2022-01-20","Paczol","https://www.youtube.com/channel/UCoBTZdfB8VagQSd4vJzXPvg","253595","1283","4545"
"2022-01-20","Dexsi","https://www.youtube.com/channel/UChKomOhJiFxARMwWew5Am9Q","253195","74481","563295"
"2022-01-20","WaterTube","https://www.youtube.com/channel/UCNSrQ2Tw4DgPvz_XuyeJEYA","253179","0","0"
"2022-01-20","Gdzie Taniej","https://www.youtube.com/channel/UCgpUHelwXV47rSM9B1lZDfQ","252528","12602","147508"
"2022-01-20","Flirting Vision","https://www.youtube.com/channel/UCYEc9B83EzUzwtUxoCDEZsw","252528","2537","15857"
"2022-01-20","Kasia Staszewska Music","https://www.youtube.com/channel/UCZ8-WYbWtyVqps50EGxIbDQ","252510","2363","9258"
"2022-01-20","HOLOCRON","https://www.youtube.com/channel/UCnjRfYt5SUX8oGgPVm4qElA","250417","69300","252697"
"2022-01-20","Caps","https://www.youtube.com/channel/UCH3kbIp12IiqaPbfRvtUiMg","250417","14066","184020"
"2022-01-20","Uwaga Babcia Gotuje","https://www.youtube.com/channel/UCdHwtSFqjaKFqJkCcl6y3PQ","250417","15932","29188"
"2022-01-20","Vogule Poland","https://www.youtube.com/channel/UClCufEJK0FvBiMzOyZWV1ng","250401","0","300637"
"2022-01-20","MsDoncellita","https://www.youtube.com/channel/UC-Att5p3Qwk0vtpMwwT2zdw","250401","59499","345266"
"2022-01-20","Robert Burneika","https://www.youtube.com/channel/UCvUD3L7bdpNofOc6tY_z7sA","250401","170540","227280"
"2022-01-20","Podróże Wojownika","https://www.youtube.com/channel/UCHkkUuVWTSwN82IHIhxq_jg","250401","203385","1187230"
"2022-01-20","samosiaa","https://www.youtube.com/channel/UC-qTORD09foRICZVpOY3M6A","249460","0","21496"
"2022-01-20","The Happy Family","https://www.youtube.com/channel/UCqtebnIuc_ln-i73EMlgUhg","249452","186950","934540"
"2022-01-20","TVN Foodie","https://www.youtube.com/channel/UCJKb-PN2kywTNX2zbw7iUUw","248137","21416","77839"
"2022-01-20","Trojaczki TV","https://www.youtube.com/channel/UCP4ABo5rSMNkfN-z3NmJ56A","247599","0","206085"
"2022-01-20","WiesiaDudkowiak","https://www.youtube.com/channel/UCpEC52erqt_wcR_GAMUOp8A","247582","18662","46470"
"2022-01-20","nieantyfan","https://www.youtube.com/channel/UCFGud6qsbaAjuP6WaXAJj3Q","247182","97863","380993"
"2022-01-20","Kuchnia WK","https://www.youtube.com/channel/UC4TYJ_RcqwL9lAZgkQlk11g","246566","151352","685639"
"2022-01-20","Media Narodowe","https://www.youtube.com/channel/UCljSxZfGqR9GWJAMqIqZ0-g","246566","214341","481914"
"2022-01-20","Aleksandra Zdziech","https://www.youtube.com/channel/UCVDneQZPDlS6iD_-NwHbADA","246566","0","0"
"2022-01-20","WuWunio","https://www.youtube.com/channel/UCYq3KD7LEL7k_SpIQchnkUA","246125","107073","695940"
"2022-01-20","Marcin Buczyński","https://www.youtube.com/channel/UC_50sJYzeyGoipWbBpXzaZg","245480","0","0"
"2022-01-20","Bronczek2","https://www.youtube.com/channel/UCPjpI2FgM-V-CirrM9GurGw","245091","114876","704000"
"2022-01-20","Sierżant Bagieta","https://www.youtube.com/channel/UCvXu90OtBRFHrD4h6rBODJA","245080","229668","555349"
"2022-01-20","JASNOWIDZ Krzysztof Jackowski Official","https://www.youtube.com/channel/UCbS8vsbx1MSl1aGrja2-4kg","244407","126259","1495021"
"2022-01-20","Hubert Czerniak TV","https://www.youtube.com/channel/UCDesx7IBu7vdlMSwOMYEqDw","244007","67049","135927"
"2022-01-20","Amelie","https://www.youtube.com/channel/UCPS403fKgUqgMzCLOntNyaA","243419","11930","119729"
"2022-01-20","i am VIA","https://www.youtube.com/channel/UC6x3Kexfecyt-jIwnQkm6ZA","243419","1108","1108"
"2022-01-20","Masny kanał","https://www.youtube.com/channel/UCNXGOWvzFLc36OTmh3liUWg","243419","85642","420433"
"2022-01-20","Enduroboy #54","https://www.youtube.com/channel/UCgdMNsluGm_IfbAocJgUOpw","242501","246748","1539719"
"2022-01-20","Mateusz Kaniowski","https://www.youtube.com/channel/UCas4UDw3vab-tOaGLYu4rKA","242501","388663","4096601"
"2022-01-20","AGRESYWNA MASA","https://www.youtube.com/channel/UCGJRDGFoOzJjO-Ytz2i6RuQ","242501","0","116655"
"2022-01-20","Tomasz Miler","https://www.youtube.com/channel/UCe9BpXYH9cIf6K23o-1aScw","242101","17720","418648"
"2022-01-20","Borys Mankowski TV","https://www.youtube.com/channel/UCrPHhEOMm92HChWsZm6tb9w","242101","0","361784"
"2022-01-20","Dokurviator-Drift&Rally","https://www.youtube.com/channel/UCfDcPRUQUbxIGf7sygVHhlQ","242100","80849","660953"
"2022-01-20","Wheel with it.","https://www.youtube.com/channel/UCNaAjHvWEVtVsuhO9LrYgUQ","241570","66921","419567"
"2022-01-20","Nataliebeautyyy","https://www.youtube.com/channel/UCgeQ9eS5nw80SmNrFGl44mA","241531","34487","302615"
"2022-01-20","Football TV","https://www.youtube.com/channel/UCG4LyhZ2W5yv6GET8hNyjfg","240592","285722","1120874"
"2022-01-20","Czukasz","https://www.youtube.com/channel/UCTZjLKf-NIlda3qWzsJn2lg","240592","17693","278490"
"2022-01-20","Bosski Roman Firma DM","https://www.youtube.com/channel/UCeOMwa1yL5bSAMOZTa7enVw","240592","0","0"
"2022-01-20","Klaudia Klara","https://www.youtube.com/channel/UCyeclU_tpcM_88jNF6q1xRQ","240534","0","19061"
"2022-01-20","PSHOW","https://www.youtube.com/channel/UCeA6ujiFzFII5id75ma1s8Q","239507","0","446463"
"2022-01-20","Marek Drives","https://www.youtube.com/channel/UCBs5Xvl22UcHqOfvrO2ci8g","238474","95812","242186"
"2022-01-20","CD PROJEKT RED","https://www.youtube.com/channel/UCuCtanBJXOPAEIAUXf9944g","237463","0","0"
